23:33:05 | probe[finetune_1pct/resnet50] | INFO | Loaded backbone weights — missing: 0, unexpected: 0
23:33:07 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 001/30 | train_loss 2.2897 train_acc 0.1054 | val_loss 1.7434 val_acc 0.4275
23:33:09 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 002/30 | train_loss 1.2128 train_acc 0.6459 | val_loss 0.8956 val_acc 0.6660
23:33:10 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 003/30 | train_loss 0.6635 train_acc 0.7403 | val_loss 0.8215 val_acc 0.7077
23:33:12 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 004/30 | train_loss 0.5596 train_acc 0.7858 | val_loss 0.7365 val_acc 0.7489
23:33:13 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 005/30 | train_loss 0.5271 train_acc 0.8047 | val_loss 0.7810 val_acc 0.7539
23:33:15 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 006/30 | train_loss 0.4983 train_acc 0.7980 | val_loss 0.5734 val_acc 0.8042
23:33:16 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 007/30 | train_loss 0.3895 train_acc 0.8446 | val_loss 0.5158 val_acc 0.8114
23:33:18 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 008/30 | train_loss 0.3935 train_acc 0.8457 | val_loss 0.4975 val_acc 0.8275
23:33:19 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 009/30 | train_loss 0.3737 train_acc 0.8746 | val_loss 0.5923 val_acc 0.8117
23:33:21 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 010/30 | train_loss 0.3088 train_acc 0.8724 | val_loss 0.4895 val_acc 0.8422
23:33:22 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 011/30 | train_loss 0.3087 train_acc 0.8868 | val_loss 0.4604 val_acc 0.8479
23:33:24 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 012/30 | train_loss 0.2857 train_acc 0.8935 | val_loss 0.6470 val_acc 0.8228
23:33:25 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 013/30 | train_loss 0.2609 train_acc 0.9057 | val_loss 0.5191 val_acc 0.8288
23:33:26 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 014/30 | train_loss 0.2287 train_acc 0.9179 | val_loss 0.4499 val_acc 0.8520
23:33:27 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 015/30 | train_loss 0.2434 train_acc 0.9223 | val_loss 0.4764 val_acc 0.8408
23:33:29 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 016/30 | train_loss 0.2119 train_acc 0.9234 | val_loss 0.4997 val_acc 0.8381
23:33:30 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 017/30 | train_loss 0.1934 train_acc 0.9401 | val_loss 0.5336 val_acc 0.8291
23:33:31 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 018/30 | train_loss 0.2124 train_acc 0.9079 | val_loss 0.4396 val_acc 0.8593
23:33:33 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 019/30 | train_loss 0.1676 train_acc 0.9401 | val_loss 0.4881 val_acc 0.8479
23:33:34 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 020/30 | train_loss 0.1742 train_acc 0.9334 | val_loss 0.4554 val_acc 0.8572
23:33:35 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 021/30 | train_loss 0.1735 train_acc 0.9345 | val_loss 0.4200 val_acc 0.8688
23:33:37 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 022/30 | train_loss 0.1554 train_acc 0.9378 | val_loss 0.4694 val_acc 0.8564
23:33:38 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 023/30 | train_loss 0.1391 train_acc 0.9623 | val_loss 0.4643 val_acc 0.8580
23:33:39 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 024/30 | train_loss 0.1215 train_acc 0.9556 | val_loss 0.4413 val_acc 0.8669
23:33:40 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 025/30 | train_loss 0.1176 train_acc 0.9600 | val_loss 0.4497 val_acc 0.8657
23:33:42 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 026/30 | train_loss 0.1045 train_acc 0.9634 | val_loss 0.4596 val_acc 0.8649
23:33:43 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 027/30 | train_loss 0.1131 train_acc 0.9645 | val_loss 0.4542 val_acc 0.8680
23:33:44 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 028/30 | train_loss 0.1141 train_acc 0.9589 | val_loss 0.4512 val_acc 0.8681
23:33:45 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 029/30 | train_loss 0.1106 train_acc 0.9612 | val_loss 0.4505 val_acc 0.8678
23:33:47 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 030/30 | train_loss 0.1069 train_acc 0.9623 | val_loss 0.4516 val_acc 0.8689
23:33:47 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] done in 00:00:41 | best val_acc 0.8689
