01:53:24 | probe[finetune_10pct/resnet50] | INFO | Loaded backbone weights — missing: 0, unexpected: 0
01:53:28 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 001/30 | train_loss 1.2784 train_acc 0.5440 | val_loss 0.5358 val_acc 0.8095
01:53:31 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 002/30 | train_loss 0.4450 train_acc 0.8353 | val_loss 0.5357 val_acc 0.8078
01:53:33 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 003/30 | train_loss 0.3574 train_acc 0.8761 | val_loss 0.3193 val_acc 0.8859
01:53:36 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 004/30 | train_loss 0.3127 train_acc 0.8879 | val_loss 0.2700 val_acc 0.9064
01:53:39 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 005/30 | train_loss 0.2763 train_acc 0.9046 | val_loss 0.2945 val_acc 0.8949
01:53:41 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 006/30 | train_loss 0.2408 train_acc 0.9168 | val_loss 0.3013 val_acc 0.8953
01:53:43 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 007/30 | train_loss 0.2197 train_acc 0.9239 | val_loss 0.2550 val_acc 0.9154
01:53:46 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 008/30 | train_loss 0.2033 train_acc 0.9309 | val_loss 0.2619 val_acc 0.9115
01:53:48 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 009/30 | train_loss 0.1709 train_acc 0.9411 | val_loss 0.2479 val_acc 0.9152
01:53:51 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 010/30 | train_loss 0.1831 train_acc 0.9366 | val_loss 0.2263 val_acc 0.9189
01:53:54 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 011/30 | train_loss 0.1678 train_acc 0.9404 | val_loss 0.1675 val_acc 0.9430
01:53:56 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 012/30 | train_loss 0.1474 train_acc 0.9477 | val_loss 0.1927 val_acc 0.9339
01:53:59 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 013/30 | train_loss 0.1518 train_acc 0.9457 | val_loss 0.1951 val_acc 0.9303
01:54:01 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 014/30 | train_loss 0.1324 train_acc 0.9542 | val_loss 0.1655 val_acc 0.9443
01:54:04 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 015/30 | train_loss 0.1232 train_acc 0.9572 | val_loss 0.1847 val_acc 0.9386
01:54:06 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 016/30 | train_loss 0.1182 train_acc 0.9566 | val_loss 0.1477 val_acc 0.9495
01:54:09 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 017/30 | train_loss 0.1123 train_acc 0.9620 | val_loss 0.1381 val_acc 0.9544
01:54:11 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 018/30 | train_loss 0.1029 train_acc 0.9649 | val_loss 0.1834 val_acc 0.9387
01:54:14 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 019/30 | train_loss 0.0882 train_acc 0.9688 | val_loss 0.1115 val_acc 0.9647
01:54:16 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 020/30 | train_loss 0.0806 train_acc 0.9713 | val_loss 0.1363 val_acc 0.9562
01:54:19 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 021/30 | train_loss 0.0807 train_acc 0.9714 | val_loss 0.1532 val_acc 0.9499
01:54:21 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 022/30 | train_loss 0.0793 train_acc 0.9730 | val_loss 0.1285 val_acc 0.9574
01:54:24 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 023/30 | train_loss 0.0693 train_acc 0.9770 | val_loss 0.1269 val_acc 0.9576
01:54:26 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 024/30 | train_loss 0.0622 train_acc 0.9781 | val_loss 0.1465 val_acc 0.9551
01:54:29 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 025/30 | train_loss 0.0543 train_acc 0.9810 | val_loss 0.1578 val_acc 0.9503
01:54:31 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 026/30 | train_loss 0.0621 train_acc 0.9789 | val_loss 0.1440 val_acc 0.9562
01:54:34 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 027/30 | train_loss 0.0554 train_acc 0.9806 | val_loss 0.1327 val_acc 0.9575
01:54:36 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 028/30 | train_loss 0.0512 train_acc 0.9833 | val_loss 0.1405 val_acc 0.9553
01:54:39 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 029/30 | train_loss 0.0581 train_acc 0.9796 | val_loss 0.1254 val_acc 0.9590
01:54:41 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 030/30 | train_loss 0.0506 train_acc 0.9832 | val_loss 0.1355 val_acc 0.9574
01:54:41 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] done in 00:01:16 | best val_acc 0.9647
