22:30:52 | probe[finetune_1pct/vit_small] | INFO | Loaded backbone weights — missing: 0, unexpected: 0
22:30:54 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 001/30 | train_loss 2.3797 train_acc 0.1498 | val_loss 2.1562 val_acc 0.2049
22:30:57 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 002/30 | train_loss 2.0314 train_acc 0.2686 | val_loss 1.5366 val_acc 0.5929
22:30:59 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 003/30 | train_loss 1.4059 train_acc 0.6393 | val_loss 0.9856 val_acc 0.7493
22:31:02 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 004/30 | train_loss 0.8742 train_acc 0.8246 | val_loss 0.5705 val_acc 0.8934
22:31:04 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 005/30 | train_loss 0.4877 train_acc 0.9145 | val_loss 0.3300 val_acc 0.9324
22:31:06 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 006/30 | train_loss 0.2934 train_acc 0.9390 | val_loss 0.2221 val_acc 0.9478
22:31:09 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 007/30 | train_loss 0.1989 train_acc 0.9556 | val_loss 0.1667 val_acc 0.9568
22:31:11 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 008/30 | train_loss 0.1420 train_acc 0.9689 | val_loss 0.1422 val_acc 0.9596
22:31:13 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 009/30 | train_loss 0.0989 train_acc 0.9756 | val_loss 0.1371 val_acc 0.9577
22:31:15 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 010/30 | train_loss 0.0712 train_acc 0.9811 | val_loss 0.1286 val_acc 0.9578
22:31:17 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 011/30 | train_loss 0.0610 train_acc 0.9878 | val_loss 0.1199 val_acc 0.9619
22:31:20 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 012/30 | train_loss 0.0446 train_acc 0.9889 | val_loss 0.1181 val_acc 0.9639
22:31:22 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 013/30 | train_loss 0.0472 train_acc 0.9900 | val_loss 0.1193 val_acc 0.9626
22:31:24 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 014/30 | train_loss 0.0347 train_acc 0.9945 | val_loss 0.1120 val_acc 0.9659
22:31:27 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 015/30 | train_loss 0.0299 train_acc 0.9945 | val_loss 0.1102 val_acc 0.9659
22:31:29 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 016/30 | train_loss 0.0221 train_acc 0.9967 | val_loss 0.1150 val_acc 0.9650
22:31:31 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 017/30 | train_loss 0.0349 train_acc 0.9911 | val_loss 0.1050 val_acc 0.9689
22:31:33 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 018/30 | train_loss 0.0165 train_acc 0.9967 | val_loss 0.1057 val_acc 0.9687
22:31:35 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 019/30 | train_loss 0.0147 train_acc 0.9978 | val_loss 0.1097 val_acc 0.9680
22:31:38 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 020/30 | train_loss 0.0157 train_acc 0.9967 | val_loss 0.1105 val_acc 0.9678
22:31:40 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 021/30 | train_loss 0.0140 train_acc 0.9989 | val_loss 0.1067 val_acc 0.9689
22:31:42 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 022/30 | train_loss 0.0129 train_acc 0.9978 | val_loss 0.1017 val_acc 0.9691
22:31:44 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 023/30 | train_loss 0.0143 train_acc 0.9967 | val_loss 0.1018 val_acc 0.9695
22:31:46 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 024/30 | train_loss 0.0119 train_acc 0.9989 | val_loss 0.1027 val_acc 0.9691
22:31:48 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 025/30 | train_loss 0.0125 train_acc 0.9989 | val_loss 0.1018 val_acc 0.9695
22:31:51 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 026/30 | train_loss 0.0192 train_acc 0.9933 | val_loss 0.1031 val_acc 0.9687
22:31:53 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 027/30 | train_loss 0.0085 train_acc 1.0000 | val_loss 0.1041 val_acc 0.9682
22:31:55 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 028/30 | train_loss 0.0097 train_acc 0.9978 | val_loss 0.1046 val_acc 0.9687
22:31:57 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 029/30 | train_loss 0.0074 train_acc 1.0000 | val_loss 0.1048 val_acc 0.9690
22:31:59 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] epoch 030/30 | train_loss 0.0138 train_acc 0.9978 | val_loss 0.1048 val_acc 0.9690
22:31:59 | probe[finetune_1pct/vit_small] | INFO | [finetune_1pct] done in 00:01:07 | best val_acc 0.9695
