00:39:57 | probe[finetune_1pct/resnet50] | INFO | Loaded backbone weights — missing: 0, unexpected: 0
00:39:59 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 001/30 | train_loss 2.3015 train_acc 0.1598 | val_loss 1.6736 val_acc 0.3507
00:40:01 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 002/30 | train_loss 1.2124 train_acc 0.5927 | val_loss 1.2605 val_acc 0.5613
00:40:02 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 003/30 | train_loss 0.7282 train_acc 0.7259 | val_loss 0.7546 val_acc 0.7224
00:40:04 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 004/30 | train_loss 0.6333 train_acc 0.7647 | val_loss 0.6372 val_acc 0.7826
00:40:05 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 005/30 | train_loss 0.5401 train_acc 0.8013 | val_loss 0.8792 val_acc 0.7296
00:40:06 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 006/30 | train_loss 0.5400 train_acc 0.8002 | val_loss 0.6092 val_acc 0.7868
00:40:08 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 007/30 | train_loss 0.4334 train_acc 0.8402 | val_loss 0.7583 val_acc 0.7400
00:40:09 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 008/30 | train_loss 0.4133 train_acc 0.8302 | val_loss 0.5774 val_acc 0.8030
00:40:11 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 009/30 | train_loss 0.3720 train_acc 0.8579 | val_loss 0.6883 val_acc 0.7791
00:40:12 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 010/30 | train_loss 0.3292 train_acc 0.8590 | val_loss 0.6795 val_acc 0.7802
00:40:13 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 011/30 | train_loss 0.3097 train_acc 0.8890 | val_loss 0.6604 val_acc 0.7906
00:40:14 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 012/30 | train_loss 0.2868 train_acc 0.8890 | val_loss 0.5931 val_acc 0.8096
00:40:16 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 013/30 | train_loss 0.2727 train_acc 0.8912 | val_loss 0.7306 val_acc 0.7907
00:40:17 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 014/30 | train_loss 0.2366 train_acc 0.9156 | val_loss 0.7121 val_acc 0.7893
00:40:18 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 015/30 | train_loss 0.2358 train_acc 0.9112 | val_loss 0.5613 val_acc 0.8245
00:40:20 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 016/30 | train_loss 0.1940 train_acc 0.9378 | val_loss 0.5514 val_acc 0.8179
00:40:21 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 017/30 | train_loss 0.2069 train_acc 0.9290 | val_loss 0.5208 val_acc 0.8322
00:40:22 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 018/30 | train_loss 0.2024 train_acc 0.9201 | val_loss 0.5156 val_acc 0.8384
00:40:24 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 019/30 | train_loss 0.1770 train_acc 0.9356 | val_loss 0.5335 val_acc 0.8392
00:40:25 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 020/30 | train_loss 0.1815 train_acc 0.9356 | val_loss 0.5314 val_acc 0.8437
00:40:27 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 021/30 | train_loss 0.1763 train_acc 0.9290 | val_loss 0.5000 val_acc 0.8515
00:40:28 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 022/30 | train_loss 0.1571 train_acc 0.9423 | val_loss 0.5325 val_acc 0.8457
00:40:29 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 023/30 | train_loss 0.1438 train_acc 0.9556 | val_loss 0.5532 val_acc 0.8408
00:40:31 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 024/30 | train_loss 0.1263 train_acc 0.9556 | val_loss 0.5353 val_acc 0.8430
00:40:32 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 025/30 | train_loss 0.1193 train_acc 0.9512 | val_loss 0.5196 val_acc 0.8468
00:40:33 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 026/30 | train_loss 0.1212 train_acc 0.9578 | val_loss 0.5014 val_acc 0.8492
00:40:34 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 027/30 | train_loss 0.1226 train_acc 0.9567 | val_loss 0.4896 val_acc 0.8532
00:40:36 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 028/30 | train_loss 0.1245 train_acc 0.9567 | val_loss 0.4854 val_acc 0.8556
00:40:37 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 029/30 | train_loss 0.1220 train_acc 0.9523 | val_loss 0.4847 val_acc 0.8558
00:40:38 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 030/30 | train_loss 0.1119 train_acc 0.9634 | val_loss 0.4886 val_acc 0.8554
00:40:38 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] done in 00:00:41 | best val_acc 0.8558
