04:39:30 | probe[finetune_1pct/resnet50] | INFO | Loaded backbone weights — missing: 0, unexpected: 0
04:39:33 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 001/30 | train_loss 2.2092 train_acc 0.2342 | val_loss 1.7198 val_acc 0.3740
04:39:35 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 002/30 | train_loss 1.1685 train_acc 0.6537 | val_loss 0.9822 val_acc 0.6745
04:39:36 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 003/30 | train_loss 0.6794 train_acc 0.7547 | val_loss 0.6825 val_acc 0.7404
04:39:38 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 004/30 | train_loss 0.5048 train_acc 0.8124 | val_loss 0.6284 val_acc 0.7635
04:39:39 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 005/30 | train_loss 0.4175 train_acc 0.8368 | val_loss 0.6776 val_acc 0.7527
04:39:40 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 006/30 | train_loss 0.4019 train_acc 0.8391 | val_loss 0.8058 val_acc 0.7132
04:39:42 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 007/30 | train_loss 0.3836 train_acc 0.8502 | val_loss 0.6550 val_acc 0.7797
04:39:43 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 008/30 | train_loss 0.3299 train_acc 0.8835 | val_loss 0.4678 val_acc 0.8362
04:39:45 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 009/30 | train_loss 0.3109 train_acc 0.8779 | val_loss 0.5262 val_acc 0.8112
04:39:46 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 010/30 | train_loss 0.2928 train_acc 0.8957 | val_loss 0.4319 val_acc 0.8521
04:39:47 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 011/30 | train_loss 0.2785 train_acc 0.8990 | val_loss 0.4716 val_acc 0.8443
04:39:49 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 012/30 | train_loss 0.1865 train_acc 0.9390 | val_loss 0.4317 val_acc 0.8471
04:39:50 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 013/30 | train_loss 0.2185 train_acc 0.9212 | val_loss 0.4093 val_acc 0.8644
04:39:51 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 014/30 | train_loss 0.1875 train_acc 0.9234 | val_loss 0.4381 val_acc 0.8606
04:39:53 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 015/30 | train_loss 0.1773 train_acc 0.9356 | val_loss 0.4487 val_acc 0.8640
04:39:54 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 016/30 | train_loss 0.1762 train_acc 0.9401 | val_loss 0.4260 val_acc 0.8703
04:39:56 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 017/30 | train_loss 0.1583 train_acc 0.9467 | val_loss 0.3852 val_acc 0.8779
04:39:57 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 018/30 | train_loss 0.1651 train_acc 0.9434 | val_loss 0.3880 val_acc 0.8778
04:39:58 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 019/30 | train_loss 0.1629 train_acc 0.9456 | val_loss 0.4075 val_acc 0.8727
04:40:00 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 020/30 | train_loss 0.1546 train_acc 0.9423 | val_loss 0.4026 val_acc 0.8725
04:40:01 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 021/30 | train_loss 0.1271 train_acc 0.9567 | val_loss 0.3969 val_acc 0.8746
04:40:02 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 022/30 | train_loss 0.1131 train_acc 0.9523 | val_loss 0.3592 val_acc 0.8877
04:40:04 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 023/30 | train_loss 0.1151 train_acc 0.9567 | val_loss 0.3629 val_acc 0.8853
04:40:05 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 024/30 | train_loss 0.1268 train_acc 0.9600 | val_loss 0.3632 val_acc 0.8822
04:40:06 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 025/30 | train_loss 0.0869 train_acc 0.9745 | val_loss 0.3545 val_acc 0.8903
04:40:08 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 026/30 | train_loss 0.1108 train_acc 0.9600 | val_loss 0.3519 val_acc 0.8921
04:40:09 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 027/30 | train_loss 0.0887 train_acc 0.9723 | val_loss 0.3492 val_acc 0.8939
04:40:11 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 028/30 | train_loss 0.0859 train_acc 0.9711 | val_loss 0.3480 val_acc 0.8933
04:40:12 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 029/30 | train_loss 0.0955 train_acc 0.9600 | val_loss 0.3496 val_acc 0.8927
04:40:13 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] epoch 030/30 | train_loss 0.0991 train_acc 0.9656 | val_loss 0.3512 val_acc 0.8918
04:40:13 | probe[finetune_1pct/resnet50] | INFO | [finetune_1pct] done in 00:00:42 | best val_acc 0.8939
