17:06:16 | probe[finetune_10pct/resnet50] | INFO | Loaded backbone weights — missing: 0, unexpected: 0
17:06:21 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 001/30 | train_loss 1.7589 train_acc 0.4461 | val_loss 0.9208 val_acc 0.7647
17:06:24 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 002/30 | train_loss 0.4521 train_acc 0.8759 | val_loss 0.4141 val_acc 0.8590
17:06:28 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 003/30 | train_loss 0.2092 train_acc 0.9304 | val_loss 0.2259 val_acc 0.9253
17:06:31 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 004/30 | train_loss 0.1659 train_acc 0.9440 | val_loss 0.1743 val_acc 0.9430
17:06:35 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 005/30 | train_loss 0.1330 train_acc 0.9542 | val_loss 0.1701 val_acc 0.9424
17:06:38 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 006/30 | train_loss 0.1204 train_acc 0.9592 | val_loss 0.1256 val_acc 0.9599
17:06:41 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 007/30 | train_loss 0.1084 train_acc 0.9634 | val_loss 0.1738 val_acc 0.9445
17:06:45 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 008/30 | train_loss 0.0994 train_acc 0.9664 | val_loss 0.1409 val_acc 0.9544
17:06:48 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 009/30 | train_loss 0.0909 train_acc 0.9706 | val_loss 0.1105 val_acc 0.9646
17:06:52 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 010/30 | train_loss 0.0849 train_acc 0.9717 | val_loss 0.2056 val_acc 0.9363
17:06:55 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 011/30 | train_loss 0.0728 train_acc 0.9759 | val_loss 0.1372 val_acc 0.9597
17:06:58 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 012/30 | train_loss 0.0671 train_acc 0.9774 | val_loss 0.1325 val_acc 0.9556
17:07:01 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 013/30 | train_loss 0.0657 train_acc 0.9773 | val_loss 0.1034 val_acc 0.9688
17:07:04 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 014/30 | train_loss 0.0516 train_acc 0.9833 | val_loss 0.1063 val_acc 0.9679
17:07:08 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 015/30 | train_loss 0.0512 train_acc 0.9830 | val_loss 0.0963 val_acc 0.9701
17:07:11 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 016/30 | train_loss 0.0460 train_acc 0.9844 | val_loss 0.1080 val_acc 0.9666
17:07:15 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 017/30 | train_loss 0.0398 train_acc 0.9874 | val_loss 0.0949 val_acc 0.9720
17:07:18 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 018/30 | train_loss 0.0373 train_acc 0.9883 | val_loss 0.1002 val_acc 0.9700
17:07:21 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 019/30 | train_loss 0.0353 train_acc 0.9887 | val_loss 0.0995 val_acc 0.9704
17:07:25 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 020/30 | train_loss 0.0332 train_acc 0.9888 | val_loss 0.1044 val_acc 0.9692
17:07:28 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 021/30 | train_loss 0.0322 train_acc 0.9902 | val_loss 0.1172 val_acc 0.9653
17:07:31 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 022/30 | train_loss 0.0313 train_acc 0.9897 | val_loss 0.0942 val_acc 0.9725
17:07:34 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 023/30 | train_loss 0.0304 train_acc 0.9896 | val_loss 0.1066 val_acc 0.9680
17:07:38 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 024/30 | train_loss 0.0295 train_acc 0.9904 | val_loss 0.0973 val_acc 0.9720
17:07:41 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 025/30 | train_loss 0.0274 train_acc 0.9914 | val_loss 0.0944 val_acc 0.9731
17:07:44 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 026/30 | train_loss 0.0250 train_acc 0.9920 | val_loss 0.0964 val_acc 0.9725
17:07:48 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 027/30 | train_loss 0.0242 train_acc 0.9909 | val_loss 0.0978 val_acc 0.9718
17:07:51 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 028/30 | train_loss 0.0210 train_acc 0.9934 | val_loss 0.0980 val_acc 0.9719
17:07:54 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 029/30 | train_loss 0.0260 train_acc 0.9919 | val_loss 0.0957 val_acc 0.9729
17:07:57 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 030/30 | train_loss 0.0222 train_acc 0.9928 | val_loss 0.0970 val_acc 0.9727
17:07:57 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] done in 00:01:41 | best val_acc 0.9731
