17:11:48 | probe[finetune_10pct/resnet50] | INFO | Loaded backbone weights — missing: 0, unexpected: 0
17:11:53 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 001/30 | train_loss 1.8694 train_acc 0.4596 | val_loss 1.2036 val_acc 0.7949
17:11:57 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 002/30 | train_loss 0.5649 train_acc 0.8970 | val_loss 0.2814 val_acc 0.9028
17:12:01 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 003/30 | train_loss 0.1738 train_acc 0.9439 | val_loss 0.1518 val_acc 0.9525
17:12:04 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 004/30 | train_loss 0.1238 train_acc 0.9582 | val_loss 0.1187 val_acc 0.9635
17:12:08 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 005/30 | train_loss 0.1002 train_acc 0.9668 | val_loss 0.1234 val_acc 0.9622
17:12:11 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 006/30 | train_loss 0.0825 train_acc 0.9744 | val_loss 0.0968 val_acc 0.9695
17:12:15 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 007/30 | train_loss 0.0652 train_acc 0.9789 | val_loss 0.1029 val_acc 0.9685
17:12:18 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 008/30 | train_loss 0.0535 train_acc 0.9824 | val_loss 0.0907 val_acc 0.9737
17:12:21 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 009/30 | train_loss 0.0524 train_acc 0.9816 | val_loss 0.1078 val_acc 0.9676
17:12:25 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 010/30 | train_loss 0.0472 train_acc 0.9850 | val_loss 0.1188 val_acc 0.9604
17:12:28 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 011/30 | train_loss 0.0408 train_acc 0.9868 | val_loss 0.1073 val_acc 0.9690
17:12:31 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 012/30 | train_loss 0.0337 train_acc 0.9897 | val_loss 0.0904 val_acc 0.9735
17:12:34 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 013/30 | train_loss 0.0325 train_acc 0.9907 | val_loss 0.0890 val_acc 0.9740
17:12:37 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 014/30 | train_loss 0.0271 train_acc 0.9922 | val_loss 0.1053 val_acc 0.9713
17:12:41 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 015/30 | train_loss 0.0250 train_acc 0.9918 | val_loss 0.0890 val_acc 0.9746
17:12:44 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 016/30 | train_loss 0.0187 train_acc 0.9937 | val_loss 0.0946 val_acc 0.9739
17:12:48 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 017/30 | train_loss 0.0144 train_acc 0.9964 | val_loss 0.0948 val_acc 0.9733
17:12:51 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 018/30 | train_loss 0.0135 train_acc 0.9962 | val_loss 0.0970 val_acc 0.9729
17:12:55 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 019/30 | train_loss 0.0127 train_acc 0.9969 | val_loss 0.1012 val_acc 0.9726
17:12:58 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 020/30 | train_loss 0.0113 train_acc 0.9970 | val_loss 0.0912 val_acc 0.9759
17:13:01 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 021/30 | train_loss 0.0096 train_acc 0.9977 | val_loss 0.0929 val_acc 0.9748
17:13:05 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 022/30 | train_loss 0.0094 train_acc 0.9976 | val_loss 0.0935 val_acc 0.9759
17:13:08 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 023/30 | train_loss 0.0089 train_acc 0.9978 | val_loss 0.0946 val_acc 0.9754
17:13:12 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 024/30 | train_loss 0.0079 train_acc 0.9987 | val_loss 0.0955 val_acc 0.9751
17:13:16 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 025/30 | train_loss 0.0096 train_acc 0.9976 | val_loss 0.0938 val_acc 0.9765
17:13:19 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 026/30 | train_loss 0.0080 train_acc 0.9979 | val_loss 0.0945 val_acc 0.9760
17:13:23 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 027/30 | train_loss 0.0073 train_acc 0.9983 | val_loss 0.0930 val_acc 0.9769
17:13:26 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 028/30 | train_loss 0.0079 train_acc 0.9982 | val_loss 0.0935 val_acc 0.9760
17:13:29 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 029/30 | train_loss 0.0090 train_acc 0.9978 | val_loss 0.0942 val_acc 0.9757
17:13:32 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] epoch 030/30 | train_loss 0.0062 train_acc 0.9988 | val_loss 0.0939 val_acc 0.9766
17:13:33 | probe[finetune_10pct/resnet50] | INFO | [finetune_10pct] done in 00:01:44 | best val_acc 0.9769
